Time_min,T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche,Is_Cleaning
15255,5.0,5157.3,82.65,410,0.721,448.41,72.64,0
15260,5.16,5271.43,83.03,415,0.732,459.0,72.59,0
15265,4.95,5226.14,82.92,420,0.754,456.23,72.64,0
15270,5.59,5334.41,83.21,425,0.736,480.13,72.57,0
15275,5.35,5469.77,83.73,430,0.797,487.49,72.65,0
15280,4.49,4718.29,81.39,435,0.64,410.41,72.74,0
15285,5.35,4981.9,82.13,440,0.677,431.74,72.6,0
15290,5.1,5149.78,82.74,445,0.693,451.43,72.57,0
15295,4.66,5182.43,82.93,450,0.753,454.39,72.56,0
15300,5.5,5427.89,83.66,455,0.792,485.03,72.54,0
15305,4.89,4623.99,81.13,460,0.557,411.31,72.58,0
15310,5.53,4345.74,80.41,465,0.514,379.88,72.67,0
15315,5.3,4581.44,80.98,470,0.555,396.95,72.59,0
15320,5.06,4801.96,81.72,475,0.66,420.07,72.55,0
15325,5.83,5477.68,83.87,480,0.851,494.24,72.59,0
15330,4.91,4993.66,82.4,485,0.679,436.75,72.58,0
15335,5.42,5112.89,82.73,490,0.729,454.45,72.61,0
15340,5.04,4274.36,80.23,495,0.549,369.07,72.39,0
15345,4.83,4928.2,82.25,500,0.685,424.26,72.67,0
15350,4.91,4874.9,82.08,505,0.685,423.03,72.57,0
15355,5.05,4975.01,82.41,510,0.705,433.84,72.6,0
15360,5.21,4976.17,82.4,515,0.69,436.17,72.61,0
15365,5.39,4716.1,81.56,520,0.581,408.56,72.56,0
15370,5.24,4782.1,81.8,525,0.647,413.85,72.63,0
15375,5.93,4878.33,82.04,530,0.652,413.78,72.54,0
15380,5.1,4549.42,81.12,535,0.554,396.55,72.66,0
15385,5.06,4956.97,82.45,540,0.686,438.61,72.64,0
15390,5.63,4975.65,82.45,545,0.718,424.33,72.62,0
15395,5.37,5302.73,81.65,0,0.595,475.54,72.56,1
15400,4.95,5389.51,81.98,5,0.628,490.1,72.67,0
15405,5.04,4691.14,79.89,10,0.463,414.09,72.57,0
15410,4.93,4141.27,78.84,15,0.369,368.1,72.54,0
15415,4.45,4726.72,80.09,20,0.505,418.86,72.62,0
15420,5.54,4706.4,79.93,25,0.482,404.8,72.58,0
15425,5.22,4637.19,79.78,30,0.461,406.07,72.61,0
15430,5.38,4444.03,79.32,35,0.402,397.94,72.63,0
15435,5.34,5421.45,82.16,40,0.635,487.77,72.54,0
15440,4.62,4466.45,79.46,45,0.441,400.72,72.5,0
15445,5.2,4774.07,80.24,50,0.483,414.42,72.59,0
15450,5.35,4375.78,79.28,55,0.397,386.01,72.58,0
15455,4.83,5183.14,81.55,60,0.555,463.05,72.69,0
15460,5.26,5275.92,81.8,65,0.609,471.42,72.64,0
15465,5.14,5382.92,82.18,70,0.651,485.99,72.56,0
15470,5.34,4932.11,80.77,75,0.549,432.19,72.56,0
15475,5.21,4687.93,80.09,80,0.51,405.03,72.54,0
15480,4.53,4587.47,79.89,85,0.437,405.63,72.58,0
15485,5.32,4978.62,80.96,90,0.587,432.73,72.62,0
15490,5.28,4780.1,80.4,95,0.481,422.23,72.62,0
15495,5.42,4163.23,79.07,100,0.434,366.63,72.57,0
15500,5.45,4248.23,78.99,105,0.396,383.83,72.36,0
15505,5.17,4708.48,80.26,110,0.473,408.41,72.63,0
15510,5.67,5346.33,82.16,115,0.663,473.93,72.6,0
15515,4.91,5081.62,81.45,120,0.591,452.65,72.57,0
15520,5.12,4994.07,81.17,125,0.54,435.35,72.5,0
15525,5.43,4445.41,79.61,130,0.46,387.5,72.57,0
15530,4.81,4832.26,80.75,135,0.548,425.14,72.61,0
15535,4.77,5103.29,81.6,140,0.594,451.8,72.64,0
15540,5.06,4482.71,79.76,145,0.456,395.4,72.52,0
15545,4.91,5458.4,82.77,150,0.676,495.62,72.6,0
15550,5.49,5252.16,82.03,155,0.659,464.43,72.58,0
15555,5.56,4913.0,80.99,160,0.569,423.43,72.56,0
15560,5.15,4756.8,80.58,165,0.521,407.64,72.68,0
15565,5.21,5199.23,81.95,170,0.66,444.97,72.6,0
15570,5.35,5032.92,81.43,175,0.629,437.39,72.61,0
15575,4.54,5236.75,82.2,180,0.65,475.51,72.6,0
15580,5.1,5352.35,82.52,185,0.651,476.1,72.62,0
15585,5.29,4539.3,79.78,190,0.446,384.6,72.4,0
15590,5.21,5087.68,81.69,195,0.625,448.69,72.65,0
15595,5.31,4519.31,79.98,200,0.486,401.79,72.57,0
15600,5.06,4896.75,81.15,205,0.575,429.43,72.63,0
15605,5.15,5175.38,82.03,210,0.63,447.29,72.66,0
15610,5.38,5074.46,81.69,215,0.609,444.25,72.64,0
15615,5.25,4844.4,81.02,220,0.583,415.98,72.7,0
15620,4.59,4951.1,81.45,225,0.589,428.23,72.6,0
15625,4.72,5374.14,82.81,230,0.689,484.31,72.6,0
15630,4.7,4912.13,81.34,235,0.586,425.48,72.6,0
15635,5.14,4695.24,80.64,240,0.51,412.66,72.58,0
15640,5.2,5263.78,82.43,245,0.668,472.01,72.58,0
15645,5.28,5465.98,83.11,250,0.744,504.13,72.56,0
15650,4.86,5009.55,81.7,255,0.623,436.09,72.54,0
15655,5.18,4203.23,79.36,260,0.372,372.41,72.39,0
15660,4.69,5229.67,82.47,265,0.674,460.97,72.71,0
15665,5.18,5388.83,82.94,270,0.735,484.13,72.59,0
15670,4.74,4932.04,81.54,275,0.592,427.67,72.62,0
15675,5.23,5314.14,82.73,280,0.683,474.07,72.54,0
15680,4.84,4804.3,81.16,285,0.583,425.15,72.53,0
15685,5.07,5068.32,81.98,290,0.685,442.54,72.65,0
15690,5.17,5320.11,82.81,295,0.688,468.52,72.58,0
15695,4.98,4519.85,80.34,300,0.537,396.3,72.6,0
15700,4.87,4742.11,81.03,305,0.585,410.52,72.56,0
15705,4.95,5001.08,81.85,310,0.624,448.41,72.64,0
15710,4.84,5167.0,82.42,315,0.658,452.53,72.58,0
15715,4.72,5415.74,83.29,320,0.762,493.97,72.59,0
15720,5.11,5326.52,82.95,325,0.719,481.32,72.54,0
15725,5.19,4581.63,80.59,330,0.543,402.23,72.65,0
15730,4.88,4490.96,80.75,335,0.486,403.94,72.92,0
15735,5.31,4800.89,81.28,340,0.58,416.85,72.7,0
15740,5.2,4561.56,80.58,345,0.544,399.19,72.61,0
15745,5.19,4827.68,81.41,350,0.594,414.7,72.65,0
15750,4.92,4996.54,82.0,355,0.671,440.35,72.57,0
15755,5.35,5048.15,82.13,360,0.664,439.05,72.59,0
15760,4.46,5200.36,82.78,365,0.696,467.46,72.54,0
15765,5.3,5041.1,82.15,370,0.665,431.93,72.57,0
15770,5.37,4895.0,81.69,375,0.627,420.86,72.63,0
15775,5.51,4862.34,81.58,380,0.624,435.14,72.63,0
15780,5.59,4429.21,80.36,385,0.481,380.44,72.63,0
15785,5.43,5205.6,82.75,390,0.7,459.44,72.61,0
15790,5.36,5180.33,82.69,395,0.72,452.2,72.63,0
15795,5.48,5043.32,82.24,400,0.695,439.48,72.55,0
15800,5.25,5125.05,82.56,405,0.735,454.76,72.64,0
15805,5.12,5323.4,83.27,410,0.746,486.76,72.64,0
15810,5.14,4537.19,80.75,415,0.585,403.2,72.62,0
15815,5.0,5081.22,82.51,420,0.691,439.16,72.59,0
15820,5.51,4255.51,80.18,425,0.454,372.78,72.59,0
15825,5.53,4255.28,80.2,430,0.478,377.1,72.57,0
15830,5.14,5048.3,82.44,435,0.693,441.26,72.54,0
15835,5.07,5456.63,83.86,440,0.806,500.77,72.58,0
15840,5.09,4980.88,82.26,445,0.68,436.77,72.63,0
15845,5.24,5287.91,83.28,450,0.766,475.8,72.62,0
15850,4.9,5159.9,82.92,455,0.707,457.43,72.65,0
15855,4.94,5350.35,83.58,460,0.774,476.01,72.6,0
15860,4.69,5375.71,83.73,465,0.813,492.57,72.62,0
15865,5.31,4961.96,82.25,470,0.733,430.8,72.55,0
15870,5.71,5328.5,83.44,475,0.822,473.95,72.6,0
15875,4.95,4690.1,81.16,480,0.641,405.57,72.41,0
15880,5.25,4728.76,81.56,485,0.625,416.37,72.62,0
15885,5.36,5351.85,83.64,490,0.811,477.79,72.52,0
15890,4.56,4499.51,80.96,495,0.578,392.22,72.56,0
15895,4.81,4946.53,82.38,500,0.665,438.91,72.52,0
15900,5.1,4976.55,82.46,505,0.673,433.94,72.59,0
15905,5.21,5043.82,82.68,510,0.687,430.33,72.54,0
15910,5.05,5149.65,83.08,515,0.746,454.35,72.62,0
15915,4.78,4236.56,80.33,520,0.539,371.31,72.42,0
15920,4.9,4891.37,82.27,525,0.648,433.43,72.47,0
15925,5.12,5421.7,84.08,530,0.85,500.4,72.65,0
15930,5.14,5239.45,83.45,535,0.787,457.23,72.59,0
15935,4.99,5374.4,83.97,540,0.806,485.92,72.65,0
15940,5.09,4262.47,80.43,545,0.528,372.95,72.34,0
15945,5.4,5279.69,81.55,0,0.601,464.05,72.64,1
15950,5.9,5046.08,80.78,5,0.55,437.82,72.69,0
15955,5.25,4086.4,78.7,10,0.348,356.37,72.58,0
15960,5.33,5033.26,80.85,15,0.576,432.37,72.67,0
15965,5.09,5168.31,81.31,20,0.553,454.51,72.58,0
15970,5.11,4885.3,80.47,25,0.508,425.85,72.61,0
15975,5.2,3986.87,78.61,30,0.342,348.47,72.55,0
15980,4.98,4829.38,80.36,35,0.521,419.43,72.66,0
15985,5.32,5162.34,81.33,40,0.569,449.81,72.58,0
15990,4.47,5255.19,81.75,45,0.6,464.55,72.68,0
15995,4.84,5071.6,81.15,50,0.564,452.01,72.6,0
16000,4.99,4215.24,79.05,55,0.389,384.3,72.62,0
16005,5.81,4982.96,80.8,60,0.565,432.61,72.67,0
16010,4.77,5389.43,82.21,65,0.633,487.13,72.6,0
16015,5.65,5289.89,81.79,70,0.632,462.34,72.65,0
16020,4.98,5122.31,81.37,75,0.577,445.05,72.58,0
16025,5.27,5430.69,82.32,80,0.616,491.04,72.57,0
16030,5.19,4849.46,80.56,85,0.508,424.04,72.6,0
16035,5.33,4537.93,79.66,90,0.463,385.77,72.55,0
16040,4.83,4845.26,80.62,95,0.533,414.55,72.55,0
16045,5.31,4849.92,80.6,100,0.521,420.58,72.66,0
16050,4.66,5199.08,81.76,105,0.595,456.72,72.62,0
16055,4.88,5276.5,81.99,110,0.625,466.54,72.48,0
16060,4.92,4729.85,80.34,115,0.502,413.04,72.59,0
16065,5.47,4962.43,80.98,120,0.568,428.56,72.64,0
16070,4.87,5167.09,81.7,125,0.638,454.76,72.64,0
16075,5.4,4771.47,80.45,130,0.507,409.74,72.54,0
16080,5.17,5333.08,82.23,135,0.611,478.76,72.51,0
16085,5.24,4702.62,80.3,140,0.504,409.64,72.6,0
16090,5.31,4469.43,79.68,145,0.428,397.67,72.69,0
16095,4.91,4853.31,80.82,150,0.525,422.5,72.52,0
16100,5.09,5239.05,82.01,155,0.611,462.75,72.63,0
16105,5.21,4882.41,80.91,160,0.505,429.7,72.6,0
16110,5.31,4679.96,80.31,165,0.536,403.59,72.56,0
16115,5.05,4935.59,81.12,170,0.527,427.73,72.64,0
16120,5.48,4900.71,80.98,175,0.54,426.35,72.68,0
16125,5.36,5128.04,81.71,180,0.626,451.28,72.57,0
16130,5.15,5088.28,81.63,185,0.577,446.82,72.6,0
16135,5.08,4795.75,80.76,190,0.578,427.31,72.62,0
16140,5.45,4788.56,80.72,195,0.552,421.15,72.54,0
16145,4.95,4889.64,81.1,200,0.576,428.05,72.64,0
16150,5.37,4774.46,80.71,205,0.525,414.0,72.56,0
16155,4.78,4829.95,80.97,210,0.525,423.97,72.67,0
16160,5.28,4119.39,79.33,215,0.422,366.41,72.71,0
16165,5.54,4796.97,80.81,220,0.548,415.14,72.52,0
16170,4.88,5063.36,81.74,225,0.615,442.05,72.61,0
16175,5.07,4670.34,80.53,230,0.528,404.25,72.62,0
16180,4.81,5129.21,81.99,235,0.618,449.22,72.61,0
16185,4.83,5170.84,82.14,240,0.668,446.34,72.63,0
16190,5.04,4229.41,79.63,245,0.422,376.87,72.54,0
16195,5.28,4648.26,80.5,250,0.512,404.89,72.63,0
16200,4.81,5480.25,83.22,255,0.736,506.62,72.6,0
16205,5.03,5020.85,81.71,260,0.608,439.65,72.5,0
16210,5.19,5481.21,83.21,265,0.736,498.84,72.61,0
16215,5.14,5012.02,81.7,270,0.573,442.14,72.59,0
16220,5.06,4154.56,79.59,275,0.474,363.68,72.61,0
16225,5.67,5086.0,81.9,280,0.651,440.06,72.61,0
16230,5.64,5063.34,81.85,285,0.641,442.0,72.61,0
16235,5.49,4647.25,80.6,290,0.498,400.3,72.65,0
16240,5.04,5209.02,82.44,295,0.712,454.79,72.62,0
16245,5.63,5067.19,81.91,300,0.654,433.52,72.66,0
16250,4.83,4358.54,80.09,305,0.476,387.7,72.56,0
16255,4.96,4441.33,80.2,310,0.509,388.58,72.65,0
16260,5.5,5122.55,82.17,315,0.65,444.24,72.56,0
16265,5.5,4426.08,80.14,320,0.473,387.55,72.61,0
16270,4.71,5393.4,83.22,325,0.745,494.66,72.55,0
16275,5.14,4845.63,81.39,330,0.601,416.17,72.67,0
16280,4.99,5039.3,82.05,335,0.653,438.09,72.63,0
16285,4.78,4680.28,80.96,340,0.569,405.39,72.65,0
16290,5.21,4903.81,81.62,345,0.621,425.57,72.56,0
16295,5.52,4745.83,81.11,350,0.579,416.69,72.54,0
16300,5.14,4887.23,81.61,355,0.621,418.65,72.6,0
16305,5.32,4583.16,80.67,360,0.579,395.06,72.58,0
16310,5.16,5188.1,82.62,365,0.696,457.49,72.54,0
16315,5.13,4968.17,81.93,370,0.678,436.96,72.57,0
16320,5.5,4186.6,79.95,375,0.481,371.56,72.63,0
16325,5.43,5459.22,83.56,380,0.745,502.31,72.67,0
16330,5.49,4897.43,81.71,385,0.619,426.58,72.64,0
16335,4.84,4283.37,79.93,390,0.51,372.94,72.33,0
16340,5.34,4907.75,81.8,395,0.628,424.98,72.55,0
16345,5.33,4575.24,80.78,400,0.568,400.9,72.59,0
16350,5.02,5226.92,82.93,405,0.719,457.44,72.64,0
16355,5.26,4878.16,81.77,410,0.598,427.46,72.5,0
16360,5.31,5103.01,82.51,415,0.711,445.73,72.59,0
16365,4.79,4577.91,80.92,420,0.565,396.33,72.55,0
16370,4.92,4890.15,81.9,425,0.645,434.49,72.72,0
16375,4.32,5356.98,83.58,430,0.763,494.83,72.58,0
16380,5.29,4714.44,81.33,435,0.602,411.25,72.53,0
16385,5.44,4837.67,81.72,440,0.654,422.88,72.63,0
16390,5.05,4889.12,81.95,445,0.661,426.16,72.54,0
16395,5.23,5474.54,83.92,450,0.818,505.3,72.53,0
16400,4.8,4541.27,80.92,455,0.579,399.85,72.63,0
16405,5.13,4889.35,82.0,460,0.65,426.06,72.49,0
16410,4.95,5107.34,82.76,465,0.741,445.83,72.56,0
16415,5.35,4642.92,81.22,470,0.595,397.26,72.57,0
16420,5.17,4996.91,82.4,475,0.7,428.39,72.61,0
16425,4.89,4699.16,81.49,480,0.638,411.46,72.52,0
16430,4.62,4633.79,81.34,485,0.574,416.07,72.64,0
16435,4.94,5329.23,83.62,490,0.803,466.54,72.65,0
16440,5.23,5058.64,82.67,495,0.734,447.08,72.5,0
16445,4.97,4731.24,81.65,500,0.647,413.3,72.62,0
16450,5.19,5275.0,83.45,505,0.776,466.58,72.69,0
16455,5.42,4915.77,82.22,510,0.709,425.66,72.55,0
16460,4.94,4698.22,81.6,515,0.637,404.63,72.69,0
16465,4.59,4811.76,82.04,520,0.619,425.41,72.63,0
16470,5.29,4444.3,80.87,525,0.55,381.88,72.57,0
16475,5.22,4776.71,81.87,530,0.665,412.44,72.59,0
16480,5.05,4749.72,81.82,535,0.657,415.16,72.62,0
16485,5.06,5142.45,83.15,540,0.738,451.6,72.57,0
16490,4.76,4420.68,80.95,545,0.564,390.48,72.57,0
16495,4.68,5012.44,80.85,0,0.557,436.39,72.6,1
16500,5.24,5242.77,81.48,5,0.574,471.29,72.57,0
16505,4.75,5219.25,81.49,10,0.589,468.22,72.53,0
16510,4.57,4285.19,79.02,15,0.377,373.89,72.58,0
16515,5.14,5499.26,82.37,20,0.674,506.38,72.59,0
16520,5.04,5232.84,81.55,25,0.598,461.77,72.56,0
16525,5.37,5226.93,81.51,30,0.581,462.11,72.63,0
16530,4.59,3948.21,78.34,35,0.326,354.25,72.33,0
16535,4.68,4519.2,79.57,40,0.468,394.44,72.6,0
16540,5.25,5084.13,81.14,45,0.555,449.56,72.59,0
16545,5.22,4660.11,79.92,50,0.495,417.59,72.65,0
16550,5.27,4541.44,79.59,55,0.439,389.2,72.57,0
16555,4.73,5095.58,81.3,60,0.54,447.08,72.59,0
16560,5.2,4771.31,80.29,65,0.513,418.82,72.65,0
16565,4.91,3779.65,78.45,70,0.314,337.54,72.57,0
16570,5.19,4767.63,80.31,75,0.495,419.7,72.6,0
16575,4.81,5105.0,81.39,80,0.639,455.22,72.67,0
16580,4.95,5377.02,82.25,85,0.632,488.45,72.54,0
16585,5.3,4595.52,79.86,90,0.449,402.41,72.55,0
16590,4.6,4295.67,79.1,95,0.385,387.98,72.39,0
16595,5.23,5229.32,81.79,100,0.611,465.55,72.58,0
16600,5.02,5073.56,81.35,105,0.613,440.61,72.63,0
16605,4.8,5366.89,82.33,110,0.642,478.41,72.64,0
16610,4.49,5245.56,82.0,115,0.611,463.44,72.67,0
16615,5.65,4543.55,79.76,120,0.442,393.61,72.56,0
16620,5.31,4439.16,79.6,125,0.474,390.71,72.6,0
16625,5.23,5304.52,82.14,130,0.631,479.91,72.6,0
16630,5.49,5219.55,81.85,135,0.607,453.12,72.67,0
16635,5.7,5060.5,81.35,140,0.564,435.6,72.57,0
16640,5.43,4472.59,79.7,145,0.477,382.88,72.55,0
16645,4.79,5130.18,81.72,150,0.609,445.47,72.61,0
16650,5.52,5420.9,82.57,155,0.652,495.65,72.54,0
16655,5.23,5294.24,82.22,160,0.644,467.6,72.59,0
16660,5.62,5173.58,81.8,165,0.613,451.53,72.63,0
16665,5.55,5101.07,81.59,170,0.625,451.2,72.58,0
16670,5.26,4122.49,79.2,175,0.402,361.35,72.57,0
16675,5.44,4965.34,81.23,180,0.611,436.25,72.66,0
16680,5.33,4970.21,81.27,185,0.555,432.04,72.63,0
16685,4.81,4681.3,80.48,190,0.503,413.81,72.57,0
16690,5.76,5170.06,81.87,195,0.599,450.87,72.52,0
16695,5.48,5110.45,81.74,200,0.645,456.44,72.68,0
16700,5.06,4794.5,80.84,205,0.587,421.94,72.54,0
16705,5.01,5157.84,81.99,210,0.673,459.13,72.55,0
16710,5.32,4418.95,79.84,215,0.468,379.75,72.61,0
16715,5.31,4940.54,81.31,220,0.595,428.46,72.68,0
16720,5.71,4489.93,79.95,225,0.501,395.79,72.63,0
16725,5.13,4676.56,80.56,230,0.538,409.98,72.56,0
16730,5.26,5455.43,83.03,235,0.718,501.5,72.69,0
16735,5.07,4243.55,79.66,240,0.443,366.59,72.62,0
16740,5.36,4807.11,80.98,245,0.593,419.84,72.61,0
16745,5.33,5368.03,82.79,250,0.689,483.61,72.62,0
16750,5.13,4935.43,81.44,255,0.619,431.91,72.57,0
16755,5.14,4386.16,79.64,260,0.503,388.99,72.28,0
16760,5.01,5354.06,82.84,265,0.675,488.09,72.67,0
16765,5.5,4914.02,81.37,270,0.596,433.95,72.63,0
16770,5.22,5098.58,82.01,275,0.643,450.22,72.61,0
16775,5.26,4146.23,79.49,280,0.41,357.63,72.48,0
16780,5.37,4898.99,81.4,285,0.598,435.94,72.64,0
16785,5.19,5168.12,82.3,290,0.664,454.5,72.57,0
16790,5.21,4143.62,79.64,295,0.413,358.07,72.67,0
16795,5.1,4027.48,79.41,300,0.438,353.5,72.52,0
16800,5.05,4475.26,80.25,305,0.52,400.91,72.63,0
16805,5.34,4567.53,80.48,310,0.557,389.84,72.65,0
16810,5.07,5223.93,82.59,315,0.683,463.38,72.64,0
16815,4.86,4774.69,81.2,320,0.587,420.21,72.65,0
16820,5.36,4773.12,81.15,325,0.58,425.06,72.54,0
16825,5.37,5092.99,82.18,330,0.685,440.7,72.63,0
16830,5.58,5103.66,82.2,335,0.713,440.62,72.56,0
16835,5.22,4981.87,81.88,340,0.652,432.55,72.63,0
16840,5.55,4921.76,81.66,345,0.626,438.02,72.58,0
16845,5.4,5414.25,83.32,350,0.769,487.6,72.58,0
16850,5.54,4172.25,79.84,355,0.446,366.84,72.58,0
16855,4.86,4459.35,80.43,360,0.497,400.56,72.65,0
16860,4.79,4996.87,82.08,365,0.664,449.22,72.66,0
16865,5.08,5412.92,83.44,370,0.755,484.24,72.56,0
16870,5.41,4525.46,80.56,375,0.56,388.08,72.65,0
16875,5.65,5150.35,82.51,380,0.69,441.04,72.57,0
16880,5.22,4934.44,81.89,385,0.666,430.5,72.54,0
16885,5.39,4763.75,81.34,390,0.586,414.83,72.6,0
16890,5.06,4942.25,81.97,395,0.651,437.28,72.6,0
16895,5.34,4895.29,81.8,400,0.683,422.47,72.62,0
16900,5.13,5294.04,83.17,405,0.762,476.09,72.59,0
16905,5.96,5009.31,82.11,410,0.668,441.23,72.55,0
16910,5.21,4708.85,81.02,415,0.593,411.37,72.43,0
16915,5.41,5123.02,82.6,420,0.685,445.0,72.64,0
16920,4.72,4986.25,82.27,425,0.691,428.67,72.64,0
16925,5.54,4213.26,80.14,430,0.48,372.3,72.63,0
16930,5.55,4896.56,81.9,435,0.686,429.74,72.61,0
16935,5.24,4543.52,80.67,440,0.569,390.49,72.49,0
16940,5.35,5433.39,83.77,445,0.795,498.07,72.67,0
16945,5.3,4859.54,81.87,450,0.663,429.96,72.68,0
16950,5.1,4438.65,80.67,455,0.522,388.39,72.58,0
16955,4.48,5207.83,83.19,460,0.748,464.47,72.61,0
16960,5.55,4551.47,80.74,465,0.573,398.3,72.58,0
16965,4.67,4733.0,81.62,470,0.619,425.4,72.66,0
16970,5.5,4438.11,80.53,475,0.489,394.19,72.43,0
16975,5.03,5356.62,83.69,480,0.81,482.89,72.65,0
16980,5.53,4885.71,82.05,485,0.695,420.24,72.63,0
16985,5.12,4327.29,80.58,490,0.567,378.71,72.57,0
16990,5.08,4568.97,81.14,495,0.579,400.02,72.66,0
16995,5.28,4784.1,81.81,500,0.628,419.68,72.61,0
17000,5.35,4788.32,81.83,505,0.653,413.05,72.64,0
17005,5.74,4854.4,82.01,510,0.649,430.0,72.59,0
17010,4.53,5171.44,83.27,515,0.723,457.17,72.58,0
17015,4.89,4765.8,81.87,520,0.627,409.83,72.64,0
17020,5.65,4528.18,81.04,525,0.595,400.4,72.66,0
17025,5.16,5469.39,84.27,530,0.858,503.95,72.65,0
17030,5.26,4716.29,81.72,535,0.637,408.67,72.61,0
17035,5.08,5346.23,83.89,540,0.833,480.85,72.7,0
17040,4.94,4939.76,82.53,545,0.695,429.44,72.62,0
17045,5.16,5026.5,80.7,0,0.559,434.99,72.57,1
17050,5.67,4626.86,79.51,5,0.456,389.01,72.65,0
17055,5.61,5334.48,81.59,10,0.588,465.84,72.69,0
17060,5.86,5381.86,81.72,15,0.583,463.22,72.6,0
17065,4.93,4900.26,80.41,20,0.47,426.77,72.69,0
17070,4.96,5415.3,81.98,25,0.628,486.35,72.52,0
17075,4.96,5337.98,81.76,30,0.591,477.23,72.65,0
17080,4.92,4971.24,80.67,35,0.515,430.77,72.53,0
17085,5.42,5289.69,81.58,40,0.64,464.73,72.55,0
17090,4.93,4901.7,80.49,45,0.501,428.82,72.62,0
17095,5.01,4630.13,79.73,50,0.456,398.04,72.65,0
17100,5.36,4676.31,79.84,55,0.48,401.04,72.73,0
17105,5.38,5066.15,80.97,60,0.558,439.63,72.54,0
17110,5.18,5454.76,82.22,65,0.639,492.01,72.59,0
17115,4.81,5102.14,81.19,70,0.558,432.82,72.55,0
17120,4.99,4971.71,80.79,75,0.561,427.92,72.71,0
17125,4.86,4017.52,78.65,80,0.349,353.66,72.49,0
17130,4.63,4728.59,80.16,85,0.5,405.31,72.66,0
17135,4.77,5370.16,82.1,90,0.629,481.58,72.58,0
17140,5.23,4916.04,80.67,95,0.553,418.61,72.67,0
17145,4.91,5158.44,81.46,100,0.581,442.13,72.61,0
17150,5.07,4866.94,80.58,105,0.526,415.32,72.61,0
17155,4.83,4764.94,80.32,110,0.49,416.06,72.56,0
17160,4.94,5303.25,81.96,115,0.609,465.17,72.6,0
17165,5.12,5178.54,81.56,120,0.594,445.57,72.67,0
17170,4.94,4879.46,80.69,125,0.554,412.07,72.57,0
17175,5.08,4625.19,79.96,130,0.491,392.6,72.62,0
17180,5.02,5226.08,81.77,135,0.608,457.33,72.54,0
17185,5.44,4153.49,79.06,140,0.424,364.22,72.57,0
17190,5.39,4530.19,79.53,145,0.449,388.38,72.42,0
17195,4.84,5205.88,81.79,150,0.627,457.94,72.66,0
17200,5.65,4257.12,79.25,155,0.383,360.79,72.63,0
17205,4.96,4202.71,79.05,160,0.405,362.79,72.4,0
17210,5.21,5134.15,81.57,165,0.589,445.3,72.59,0
17215,5.22,5122.14,81.55,170,0.607,441.8,72.53,0
17220,5.28,4967.7,81.09,175,0.573,425.36,72.54,0
17225,5.38,4625.82,79.86,180,0.532,397.35,72.48,0
17230,4.51,5015.88,81.37,185,0.617,442.45,72.64,0
17235,4.94,4565.21,79.99,190,0.514,401.01,72.65,0
17240,5.43,4902.68,80.94,195,0.55,425.45,72.64,0
17245,5.56,5275.94,82.09,200,0.653,458.23,72.63,0
17250,5.56,5142.0,81.69,205,0.638,444.95,72.59,0
17255,5.83,5241.38,81.98,210,0.65,446.7,72.61,0
17260,5.13,5067.14,81.55,215,0.659,431.14,72.46,0
17265,5.42,5258.04,82.13,220,0.654,458.34,72.73,0
17270,5.36,4528.72,79.95,225,0.507,388.86,72.59,0
17275,5.26,4769.33,80.68,230,0.492,408.19,72.6,0
17280,4.8,4871.4,81.06,235,0.568,421.47,72.68,0
17285,4.89,4585.18,80.22,240,0.499,391.3,72.6,0
17290,4.65,4878.07,81.13,245,0.579,422.01,72.54,0
17295,4.9,5401.58,82.78,250,0.712,485.88,72.67,0
17300,5.59,5332.05,82.47,255,0.705,462.24,72.57,0
17305,4.96,5198.28,82.14,260,0.677,449.09,72.62,0
17310,5.3,4790.4,80.85,265,0.573,405.79,72.61,0
17315,5.0,5185.19,82.13,270,0.676,446.98,72.53,0
17320,4.87,4648.62,80.19,275,0.535,394.61,72.3,0
17325,5.29,4982.6,81.49,280,0.656,428.64,72.62,0
17330,5.14,4995.53,81.57,285,0.667,436.49,72.63,0
17335,5.27,5331.06,82.64,290,0.713,469.59,72.68,0
17340,5.17,5192.78,82.22,295,0.676,449.85,72.56,0
17345,5.28,4884.69,81.26,300,0.576,410.23,72.66,0
17350,4.85,5108.13,82.03,305,0.655,437.78,72.66,0
17355,5.04,5219.82,82.38,310,0.713,454.43,72.48,0
17360,5.19,5033.31,81.78,315,0.656,434.26,72.59,0
17365,5.01,4243.45,79.77,320,0.459,366.52,72.68,0
17370,5.46,4836.64,81.17,325,0.586,408.8,72.63,0
17375,4.7,5294.73,82.75,330,0.707,463.34,72.58,0
17380,4.78,4654.96,80.74,335,0.545,404.91,72.57,0
17385,5.43,5086.71,82.01,340,0.644,435.94,72.47,0
17390,5.25,4726.8,80.93,345,0.583,403.73,72.65,0
17395,4.99,4966.76,81.72,350,0.639,422.59,72.53,0
17400,5.22,4934.26,81.61,355,0.632,419.24,72.59,0
17405,5.04,5158.4,82.37,360,0.691,448.23,72.61,0
17410,5.39,4583.87,80.55,365,0.55,399.38,72.61,0
17415,5.25,5370.55,83.07,370,0.752,477.25,72.62,0
17420,4.72,4964.41,81.84,375,0.674,424.3,72.6,0
17425,5.42,5341.81,82.99,380,0.779,470.85,72.66,0
