T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche
7.29,5146.18,81.85,340.0,0.662,421.63,72.54
7.08,4209.36,79.25,345.0,0.438,354.34,72.43
6.57,5434.91,82.92,350.0,0.743,467.37,72.6
6.84,4220.29,79.58,355.0,0.462,356.21,72.62
6.88,5020.32,81.59,360.0,0.679,430.95,72.55
7.07,5086.61,81.79,365.0,0.679,419.13,72.67
6.86,4179.37,79.56,370.0,0.474,353.79,72.61
6.59,4961.48,81.5,375.0,0.633,417.03,72.59
6.88,5137.12,82.03,380.0,0.671,425.38,72.59
7.34,4574.11,80.29,385.0,0.517,380.88,72.66
7.28,4921.95,81.34,390.0,0.634,407.69,72.63
6.76,5115.32,82.02,395.0,0.697,429.41,72.67
6.39,5414.11,83.06,400.0,0.8,477.18,72.66
6.89,4641.09,80.6,405.0,0.584,383.5,72.68
7.1,5371.69,82.85,410.0,0.758,468.87,72.61
6.75,5424.68,83.1,415.0,0.807,460.4,72.66
6.52,4242.06,79.84,420.0,0.45,353.55,72.55
6.31,4998.4,81.83,425.0,0.657,421.56,72.65
7.16,4566.42,80.43,430.0,0.523,382.89,72.51
6.96,4449.77,80.19,435.0,0.507,377.56,72.6
6.61,5330.59,82.91,440.0,0.746,461.18,72.53
6.37,4772.82,81.19,445.0,0.608,407.81,72.59
6.78,4683.26,80.89,450.0,0.622,395.22,72.62
6.95,4824.79,81.31,455.0,0.621,394.63,72.62
6.31,5194.83,82.58,460.0,0.712,439.94,72.59
6.73,5498.4,83.54,465.0,0.83,490.62,72.66
7.11,5309.42,82.86,470.0,0.761,449.41,72.75
7.32,5004.82,81.87,475.0,0.659,410.87,72.54
6.82,5391.94,83.22,480.0,0.802,471.22,72.6
7.16,5169.66,82.45,485.0,0.743,429.35,72.54
6.89,5155.45,82.46,490.0,0.707,436.06,72.51
7.15,4604.53,80.74,495.0,0.609,381.55,72.63
7.15,5098.01,82.28,500.0,0.714,421.74,72.59
7.03,4709.45,81.1,505.0,0.681,391.61,72.7
6.71,5323.68,83.12,510.0,0.802,466.32,72.57
7.26,4940.79,81.72,515.0,0.692,418.08,72.54
6.74,5038.58,82.22,520.0,0.734,415.0,72.58
6.69,4837.7,81.61,525.0,0.688,406.85,72.58
7.09,4197.14,80.17,530.0,0.495,345.61,72.76
6.67,5129.79,82.57,535.0,0.725,423.38,72.63
7.06,4637.98,81.0,540.0,0.6,386.1,72.6
6.02,5488.15,83.92,545.0,0.872,494.33,72.6
6.12,4723.21,79.76,5.0,0.478,403.61,72.65
7.1,4494.87,79.0,10.0,0.402,381.23,72.48
7.25,5228.55,81.11,15.0,0.583,439.2,72.59
6.86,4717.86,79.71,20.0,0.515,397.22,72.59
7.07,5035.2,80.6,25.0,0.548,420.23,72.63
7.3,4778.75,79.86,30.0,0.507,395.57,72.57
6.59,4497.73,79.19,35.0,0.459,379.31,72.57
6.48,5058.74,80.79,40.0,0.536,422.76,72.62
6.9,5167.99,81.07,45.0,0.547,431.75,72.55
6.47,5050.96,80.8,50.0,0.575,428.97,72.66
6.92,4740.59,79.87,55.0,0.472,402.96,72.62
6.98,4962.83,80.51,60.0,0.535,416.98,72.65
6.69,5471.89,82.1,65.0,0.657,488.52,72.51
6.99,5152.34,81.09,70.0,0.591,435.49,72.63
7.54,4506.54,79.23,75.0,0.478,374.98,72.54
7.04,4746.66,79.95,80.0,0.451,410.12,72.63
6.75,4511.4,79.36,85.0,0.431,387.5,72.5
7.16,4464.82,79.25,90.0,0.459,379.78,72.6
6.93,4962.55,80.63,95.0,0.552,413.54,72.65
7.19,5003.73,80.73,100.0,0.552,416.8,72.54
6.57,4934.89,80.62,105.0,0.525,416.76,72.59
6.72,5449.68,82.18,110.0,0.713,472.5,72.51
7.27,5125.38,81.13,115.0,0.564,424.65,72.61
7.27,5103.75,81.08,120.0,0.589,424.61,72.65
7.22,4905.85,80.52,125.0,0.562,409.34,72.55
6.88,4862.3,80.45,130.0,0.528,415.65,72.63
7.26,5373.06,81.95,135.0,0.669,465.93,72.61
7.54,4201.28,78.95,140.0,0.437,360.81,72.57
6.92,4368.47,79.28,145.0,0.469,365.93,72.56
6.06,4537.43,79.69,150.0,0.496,385.46,72.52
6.64,4846.3,80.52,155.0,0.508,405.9,72.54
6.86,4322.7,79.26,160.0,0.423,371.18,72.58
6.77,4896.02,80.68,165.0,0.551,401.81,72.63
6.47,5156.63,81.52,170.0,0.624,436.88,72.48
6.85,4150.3,79.31,175.0,0.441,345.15,72.86
6.83,4815.46,80.49,180.0,0.547,405.73,72.51
7.34,5291.43,81.87,185.0,0.69,448.5,72.55
6.75,5267.4,81.89,190.0,0.67,450.69,72.62
7.09,5430.57,82.37,195.0,0.687,479.32,72.66
6.89,4830.15,80.59,200.0,0.528,410.28,72.57
6.42,5241.64,81.91,205.0,0.656,451.99,72.56
7.88,5108.59,81.32,210.0,0.612,419.06,72.54
7.16,4323.19,79.39,215.0,0.441,369.08,72.72
7.27,4768.06,80.43,220.0,0.546,388.4,72.7
6.52,5194.65,81.82,225.0,0.64,440.21,72.64
7.11,4860.49,80.75,230.0,0.586,406.2,72.63
6.7,5080.56,81.48,235.0,0.633,432.46,72.57
6.76,4709.02,80.38,240.0,0.518,396.27,72.66
6.98,5118.99,81.6,245.0,0.644,426.4,72.55
6.36,4623.03,80.22,250.0,0.524,399.79,72.65
6.84,5218.38,81.96,255.0,0.656,447.31,72.53
6.76,5259.38,82.12,260.0,0.706,447.43,72.61
7.42,5239.05,81.97,265.0,0.683,450.3,72.59
6.66,5106.51,81.69,270.0,0.684,436.61,72.69
7.58,4819.71,80.72,275.0,0.564,397.53,72.57
7.68,4829.27,80.75,280.0,0.584,400.93,72.59
6.91,4973.99,81.3,285.0,0.647,414.86,72.6
7.72,4896.92,80.98,290.0,0.575,403.62,72.58
6.76,4891.74,81.1,295.0,0.581,405.51,72.6
6.77,5077.44,81.68,300.0,0.648,426.52,72.6
6.82,4961.5,81.34,305.0,0.656,419.47,72.68
6.93,4859.54,81.03,310.0,0.571,407.25,72.58
6.69,4308.21,79.95,315.0,0.475,367.1,72.75
6.78,4352.76,79.79,320.0,0.483,365.34,72.58
6.47,5032.04,81.68,325.0,0.666,418.55,72.59
6.84,4689.21,80.61,330.0,0.585,409.89,72.64
6.67,4507.6,80.12,335.0,0.548,379.04,72.56
7.19,5371.39,82.71,340.0,0.75,458.44,72.55
7.07,5232.8,82.29,345.0,0.738,444.58,72.59
7.07,4486.4,80.09,350.0,0.475,374.09,72.68
7.13,5010.8,81.62,355.0,0.644,423.38,72.55
6.85,4888.41,81.3,360.0,0.598,404.78,72.65
6.94,4908.98,81.37,365.0,0.653,413.48,72.62
7.3,4623.16,80.49,370.0,0.6,384.54,72.58
7.25,5196.7,82.26,375.0,0.688,442.22,72.61
7.16,4689.36,80.46,380.0,0.572,379.59,72.37
6.79,4695.75,80.81,385.0,0.583,393.76,72.59
6.45,5165.32,82.33,390.0,0.719,434.79,72.61
7.77,5268.61,82.48,395.0,0.733,451.31,72.58
6.83,5029.42,81.88,400.0,0.665,428.88,72.56
6.73,4949.89,81.66,405.0,0.638,422.67,72.51
6.88,4788.76,81.16,410.0,0.599,403.83,72.6
6.41,5347.65,83.02,415.0,0.769,474.42,72.63
7.39,5048.66,81.92,420.0,0.712,422.81,72.57
6.53,4803.54,81.3,425.0,0.62,400.64,72.59
7.16,5326.84,82.89,430.0,0.749,452.21,72.6
6.89,4615.71,80.72,435.0,0.571,388.3,72.69
6.86,5386.13,83.17,440.0,0.808,473.29,72.55
7.0,4473.98,80.35,445.0,0.554,377.19,72.51
6.56,5051.23,82.16,450.0,0.685,423.93,72.63
6.81,4750.65,81.2,455.0,0.615,395.34,72.57
7.26,4891.43,81.59,460.0,0.633,414.59,72.64
6.93,5011.32,82.03,465.0,0.704,422.83,72.53
7.26,5284.11,82.88,470.0,0.749,449.27,72.67
6.84,5431.32,83.46,475.0,0.797,482.18,72.57
6.41,4654.34,81.04,480.0,0.599,396.73,72.64
7.28,5045.22,82.15,485.0,0.699,423.07,72.62
6.94,4850.2,81.6,490.0,0.673,396.43,72.7
6.84,4555.12,80.73,495.0,0.563,384.45,72.56
6.98,4933.42,81.89,500.0,0.668,413.88,72.71
6.97,5016.21,82.18,505.0,0.703,422.17,72.54
7.36,4758.05,81.33,510.0,0.624,390.26,72.55
7.22,4245.57,80.19,515.0,0.522,353.89,72.76
7.15,5089.2,82.44,520.0,0.758,429.2,72.51
7.19,5318.82,83.21,525.0,0.798,453.98,72.58
7.01,4983.97,82.16,530.0,0.735,416.01,72.61
6.72,5360.33,83.46,535.0,0.8,472.72,72.56
7.05,4441.5,80.58,540.0,0.55,371.37,72.62
6.79,4740.49,81.47,545.0,0.637,396.28,72.59
7.18,5107.83,80.55,5.0,0.577,417.07,72.63
6.79,5406.28,81.49,10.0,0.599,462.21,72.57
6.92,5095.07,80.57,15.0,0.546,414.83,72.62
7.13,4641.85,79.32,20.0,0.489,382.2,72.59
6.8,5334.11,81.32,25.0,0.626,450.24,72.6
7.08,4885.34,80.01,30.0,0.5,406.57,72.54
7.19,4795.44,79.77,35.0,0.485,390.4,72.66
6.98,4697.82,79.55,40.0,0.447,389.62,72.55
7.09,4986.78,80.34,45.0,0.512,413.22,72.58
6.75,4687.05,79.57,50.0,0.503,394.27,72.6
7.47,4597.66,79.27,55.0,0.456,374.98,72.49
6.88,4753.71,79.76,60.0,0.49,393.6,72.64
7.1,4616.37,79.39,65.0,0.463,379.79,72.57
6.8,5412.96,81.7,70.0,0.667,463.58,72.57
6.75,4896.0,80.22,75.0,0.532,404.09,72.65
6.72,4648.56,79.56,80.0,0.486,390.95,72.55
6.96,4607.61,79.44,85.0,0.464,377.21,72.68
7.13,5037.46,80.62,90.0,0.579,413.99,72.65
7.06,4848.48,80.11,95.0,0.529,396.35,72.59
6.63,5296.95,81.48,100.0,0.618,451.89,72.59
6.89,4964.45,80.49,105.0,0.537,413.05,72.61
7.63,4492.23,79.19,110.0,0.485,372.0,72.64
6.52,5045.73,80.8,115.0,0.556,419.31,72.65
7.43,5229.5,81.24,120.0,0.627,434.83,72.6
7.26,5115.45,80.94,125.0,0.616,415.62,72.56
6.72,5205.83,81.29,130.0,0.678,432.01,72.61
7.04,4420.37,79.17,135.0,0.437,368.96,72.63
7.03,5146.76,81.11,140.0,0.605,424.23,72.61
7.08,4705.26,79.87,145.0,0.485,383.62,72.55
7.0,5246.96,81.45,150.0,0.634,437.8,72.68
6.84,5164.65,81.24,155.0,0.602,425.47,72.65
6.82,5352.04,81.82,160.0,0.66,471.03,72.62
7.01,4959.85,80.65,165.0,0.603,404.77,72.57
7.2,4995.06,80.74,170.0,0.547,407.47,72.59
6.94,5280.66,81.64,175.0,0.634,453.27,72.66
6.94,4993.3,80.8,180.0,0.603,411.68,72.58
6.83,5485.22,82.32,185.0,0.725,471.65,72.67
6.7,5111.46,81.21,190.0,0.606,421.07,72.66
6.87,5279.64,81.71,195.0,0.646,441.75,72.52
6.71,4915.26,80.66,200.0,0.57,406.16,72.59
6.99,4650.98,79.9,205.0,0.503,380.44,72.54
6.01,4581.14,79.83,210.0,0.526,379.61,72.65
6.85,5099.83,81.24,215.0,0.588,421.25,72.67
6.4,4427.11,79.48,220.0,0.425,374.06,72.63
6.88,4895.35,80.66,225.0,0.547,392.26,72.55
7.0,4812.46,80.43,230.0,0.555,397.41,72.65
6.95,5295.74,81.88,235.0,0.663,451.36,72.53
6.88,4890.2,80.7,240.0,0.593,401.45,72.69
7.22,4618.33,79.9,245.0,0.486,392.48,72.57
6.38,4190.86,79.34,250.0,0.434,351.84,72.79
6.99,5048.19,81.2,255.0,0.629,420.75,72.56
7.15,5355.8,82.13,260.0,0.694,452.41,72.68
6.96,5415.63,82.36,265.0,0.711,473.26,72.72
6.4,5494.59,82.71,270.0,0.751,473.33,72.67
7.12,4474.1,79.64,275.0,0.497,364.97,72.61
7.21,4584.55,79.77,280.0,0.537,392.44,72.55
6.54,5192.26,81.8,285.0,0.665,442.21,72.62
7.26,5008.12,80.97,290.0,0.662,413.05,72.36
6.92,4867.2,80.8,295.0,0.59,402.43,72.6
6.98,5233.29,81.91,300.0,0.662,439.63,72.53
6.87,5127.41,81.62,305.0,0.631,421.51,72.57
7.07,4549.54,79.92,310.0,0.536,372.79,72.66
6.89,4225.13,79.38,315.0,0.441,352.86,72.68
6.79,5223.69,81.97,320.0,0.674,434.79,72.58
6.82,4486.1,79.82,325.0,0.535,379.99,72.52
6.97,5122.98,81.67,330.0,0.697,426.72,72.65
7.38,4789.99,80.65,335.0,0.602,394.09,72.62
6.59,5048.24,81.53,340.0,0.636,406.94,72.55
6.9,4959.78,81.24,345.0,0.644,407.32,72.64
6.9,4621.85,80.14,350.0,0.561,382.2,72.36
6.46,4744.54,80.69,355.0,0.596,392.6,72.7
6.5,5250.31,82.24,360.0,0.702,443.77,72.57
7.0,4986.91,81.37,365.0,0.639,402.19,72.61
6.45,5286.71,82.4,370.0,0.73,454.31,72.7
7.16,4774.0,80.75,375.0,0.594,387.01,72.58
7.08,4435.49,79.89,380.0,0.492,358.45,72.47
7.03,4440.42,79.93,385.0,0.496,367.98,72.61
7.02,4935.5,81.3,390.0,0.635,406.65,72.54
7.24,5452.1,82.9,395.0,0.77,471.95,72.6
7.32,4900.25,81.19,400.0,0.618,397.82,72.57
6.53,5188.09,82.2,405.0,0.698,431.62,72.56
7.07,5454.0,82.99,410.0,0.778,460.83,72.64
7.42,5214.65,82.18,415.0,0.713,442.86,72.62
7.22,5410.92,82.86,420.0,0.756,466.32,72.59
6.94,4802.69,81.02,425.0,0.634,396.95,72.56
7.08,5191.67,82.21,430.0,0.726,433.56,72.62
6.46,5290.06,82.63,435.0,0.743,453.32,72.64
7.21,4413.5,79.92,440.0,0.523,361.73,72.52
6.64,4566.3,80.43,445.0,0.534,374.87,72.66
7.33,5020.76,81.71,450.0,0.68,412.53,72.6
6.79,5293.42,82.67,455.0,0.764,439.84,72.69
7.3,4101.98,79.29,460.0,0.459,338.88,72.29
6.83,3934.45,79.11,465.0,0.419,321.2,72.43
7.11,4855.08,81.31,470.0,0.622,397.24,72.66
7.03,4164.27,79.72,475.0,0.502,345.03,72.66
6.61,4589.96,80.62,480.0,0.57,382.83,72.57
7.21,4452.06,80.22,485.0,0.567,362.23,72.6
6.45,5078.26,82.16,490.0,0.66,422.02,72.71
7.14,4952.82,81.69,495.0,0.68,404.12,72.62
6.87,4979.36,81.82,500.0,0.689,414.45,72.58
7.25,4178.26,79.8,505.0,0.457,350.55,72.56
6.73,4852.22,81.49,510.0,0.678,403.09,72.57
7.21,5118.84,82.27,515.0,0.744,429.25,72.58
7.4,4166.75,79.84,520.0,0.46,349.14,72.64
7.05,4222.56,80.04,525.0,0.553,346.83,72.73
6.99,4739.96,81.18,530.0,0.648,393.78,72.53
7.23,5233.69,82.7,535.0,0.746,422.69,72.6
7.16,4999.28,81.98,540.0,0.666,409.57,72.68
6.92,5201.1,82.68,545.0,0.751,428.76,72.6
6.77,5162.63,80.82,5.0,0.579,422.32,72.6
6.77,5166.63,80.85,10.0,0.582,420.25,72.52
6.6,4606.02,79.32,15.0,0.467,381.98,72.63
6.6,4834.25,79.96,20.0,0.514,404.6,72.65
6.62,4452.24,78.75,25.0,0.438,382.15,72.38
7.31,4998.54,80.37,30.0,0.572,410.51,72.59
6.49,5050.65,80.63,35.0,0.566,420.11,72.61
6.33,4863.59,80.13,40.0,0.523,406.28,72.6
6.95,5239.55,81.16,45.0,0.572,436.0,72.55
6.44,4855.52,80.13,50.0,0.53,406.27,72.67
6.96,5251.8,81.23,55.0,0.638,441.34,72.59
6.99,4862.74,80.12,60.0,0.54,399.48,72.57
6.77,5452.14,81.89,65.0,0.677,473.78,72.56
7.1,4891.25,80.22,70.0,0.52,414.18,72.67
6.79,4867.9,80.2,75.0,0.521,408.39,72.67
7.25,4542.27,79.28,80.0,0.467,376.6,72.53
6.88,4518.44,79.27,85.0,0.472,375.47,72.5
7.02,4916.63,80.36,90.0,0.532,399.39,72.65
6.89,3725.51,78.11,95.0,0.326,313.71,72.54
6.91,4873.76,80.29,100.0,0.547,405.78,72.56
6.61,5044.67,80.83,105.0,0.561,414.92,72.54
7.19,5173.13,81.15,110.0,0.577,430.97,72.62
7.01,4922.01,80.46,115.0,0.557,411.62,72.58
6.59,4945.98,80.6,120.0,0.541,405.21,72.61
5.9,4917.48,80.61,125.0,0.526,413.4,72.6
7.08,4965.21,80.62,130.0,0.569,411.55,72.57
7.04,5270.89,81.55,135.0,0.648,441.27,72.6
6.95,4693.55,79.9,140.0,0.526,393.2,72.63
7.17,5053.74,80.92,145.0,0.579,418.02,72.51
6.94,4715.92,79.99,150.0,0.478,392.18,72.63
6.55,4598.4,79.73,155.0,0.498,391.77,72.66
6.83,4938.51,80.67,160.0,0.539,409.51,72.7
6.74,5152.23,81.33,165.0,0.661,415.89,72.58
6.38,5011.53,80.97,170.0,0.575,418.92,72.54
7.28,4587.19,79.68,175.0,0.505,378.13,72.62
7.21,5041.92,80.99,180.0,0.571,419.8,72.57
7.18,4768.33,80.22,185.0,0.538,400.36,72.58
7.02,4593.76,79.77,190.0,0.503,384.14,72.59
6.8,4851.06,80.54,195.0,0.534,408.26,72.56
7.14,5199.06,81.54,200.0,0.677,432.65,72.58
6.82,5062.35,81.18,205.0,0.642,418.13,72.6
7.38,4825.38,80.44,210.0,0.568,398.59,72.68
6.59,4538.6,79.74,215.0,0.467,374.63,72.57
7.01,5019.35,81.08,220.0,0.621,411.22,72.59
7.2,4975.93,80.94,225.0,0.584,419.95,72.61
6.59,4687.37,80.2,230.0,0.536,389.72,72.65
7.19,5206.66,81.67,235.0,0.683,437.33,72.64
7.14,5291.38,81.96,240.0,0.666,448.87,72.53
6.97,5296.52,82.01,245.0,0.703,450.61,72.63
6.78,5002.36,81.16,250.0,0.659,410.37,72.56
6.97,5108.14,81.47,255.0,0.64,427.71,72.61
6.62,4902.67,80.91,260.0,0.616,406.79,72.63
7.38,4772.81,80.14,265.0,0.553,389.33,72.27
6.92,5098.23,81.49,270.0,0.636,419.72,72.58
6.57,5197.89,81.86,275.0,0.667,447.41,72.63
6.95,4928.24,81.01,280.0,0.59,410.75,72.61
7.03,4537.76,79.9,285.0,0.499,374.15,72.58
6.96,4474.06,79.77,290.0,0.512,371.07,72.6
7.19,5107.82,81.57,295.0,0.631,423.84,72.65
6.49,4955.27,81.22,300.0,0.613,410.44,72.68
6.71,5171.65,81.87,305.0,0.641,428.84,72.6
6.59,4954.68,81.24,310.0,0.573,409.79,72.63
6.76,4905.99,81.08,315.0,0.572,410.87,72.46
6.93,4876.77,80.99,320.0,0.586,405.23,72.59
7.45,5400.86,82.55,325.0,0.756,463.81,72.56
7.05,4472.92,79.99,330.0,0.545,377.44,72.69
6.98,5126.81,81.79,335.0,0.663,415.83,72.65
6.85,4577.88,80.19,340.0,0.551,381.02,72.71
6.63,5045.81,81.62,345.0,0.655,431.2,72.58
6.53,4999.24,81.51,350.0,0.664,411.57,72.52
6.63,5319.96,82.52,355.0,0.75,460.58,72.56
7.06,5265.25,82.3,360.0,0.713,444.45,72.56
7.31,4868.87,81.06,365.0,0.619,405.88,72.72
7.03,5210.64,82.16,370.0,0.75,434.51,72.63
6.77,5154.32,82.04,375.0,0.666,420.5,72.57
6.75,5114.29,81.94,380.0,0.681,430.27,72.56
6.91,5119.53,81.95,385.0,0.679,418.18,72.68
6.85,4680.11,80.64,390.0,0.57,389.33,72.67
6.72,4092.84,79.59,395.0,0.431,341.79,72.73
6.35,5122.66,82.09,400.0,0.711,419.09,72.61
6.87,5072.71,81.88,405.0,0.691,411.66,72.58
6.94,4897.41,81.34,410.0,0.631,413.14,72.56
6.53,5257.57,82.55,415.0,0.771,440.79,72.58
7.06,4433.28,79.95,420.0,0.515,362.21,72.43
7.19,5322.28,82.69,425.0,0.743,453.38,72.54
7.17,4831.68,81.18,430.0,0.604,394.77,72.57
7.08,4845.66,81.25,435.0,0.611,395.85,72.61
6.69,4628.15,80.67,440.0,0.57,390.23,72.65
7.36,5293.47,82.64,445.0,0.75,453.79,72.51
7.05,5482.44,83.33,450.0,0.836,469.16,72.61
6.99,4854.65,81.35,455.0,0.642,401.86,72.63
7.27,5144.82,82.23,460.0,0.722,414.38,72.58
6.96,5271.03,82.7,465.0,0.772,443.89,72.5
6.79,4670.02,80.87,470.0,0.58,388.26,72.65
7.28,4841.24,81.34,475.0,0.633,401.63,72.71
6.44,5141.8,82.41,480.0,0.739,428.88,72.62
7.12,4915.56,81.62,485.0,0.666,407.01,72.58
6.98,4573.57,80.55,490.0,0.632,371.61,72.61
7.16,5282.71,82.81,495.0,0.769,448.71,72.63
7.42,5045.91,82.03,500.0,0.711,411.95,72.65
6.46,4679.07,81.05,505.0,0.623,397.37,72.58
6.61,5065.3,82.25,510.0,0.734,423.31,72.57
6.67,4726.92,81.2,515.0,0.622,399.82,72.53
7.18,4828.35,81.46,520.0,0.632,391.27,72.63
7.03,5197.68,82.67,525.0,0.768,435.89,72.62
6.49,4854.14,81.34,530.0,0.647,402.18,72.36
6.86,4662.0,81.04,535.0,0.6,381.58,72.62
7.24,4539.08,80.65,540.0,0.562,382.78,72.67
6.91,4445.54,80.3,545.0,0.605,379.11,72.37
7.2,5199.81,80.89,5.0,0.591,436.04,72.6
6.61,5356.45,81.45,10.0,0.589,463.23,72.57
6.98,5183.59,80.9,15.0,0.552,433.29,72.62
6.81,4608.87,79.34,20.0,0.487,380.54,72.68
7.06,4721.16,79.63,25.0,0.429,388.62,72.58
6.97,4593.65,79.31,30.0,0.475,383.83,72.5
6.82,4873.28,80.1,35.0,0.513,408.28,72.62
7.12,5280.11,81.25,40.0,0.596,441.38,72.63
6.76,5198.04,81.07,45.0,0.554,427.08,72.59
6.82,4916.94,80.27,50.0,0.514,415.83,72.67
6.56,5032.51,80.65,55.0,0.549,415.14,72.59
6.78,5315.08,81.47,60.0,0.618,447.07,72.55
6.91,4882.46,80.21,65.0,0.542,401.59,72.62
6.64,5038.7,80.7,70.0,0.536,424.65,72.68
7.22,5064.55,80.72,75.0,0.587,418.78,72.67
6.9,5036.64,80.7,80.0,0.558,418.1,72.57
7.18,5349.01,81.6,85.0,0.674,453.69,72.53
6.92,4749.41,79.91,90.0,0.521,390.16,72.55
7.26,4695.73,79.74,95.0,0.529,384.98,72.59
6.52,4825.6,80.21,100.0,0.542,396.11,72.52
7.15,5410.47,81.87,105.0,0.658,461.5,72.68
7.32,4854.97,80.23,110.0,0.546,392.01,72.57
6.66,4388.17,79.12,115.0,0.42,371.69,72.58
7.23,5156.3,81.14,120.0,0.613,427.13,72.52
6.45,5387.24,81.96,125.0,0.661,463.82,72.6
6.84,5327.84,81.74,130.0,0.638,454.04,72.64
6.83,4457.21,79.31,135.0,0.48,381.42,72.71
6.75,4557.32,79.34,140.0,0.499,379.93,72.39
7.29,4667.66,79.81,145.0,0.532,378.26,72.63
6.72,4417.49,79.31,150.0,0.464,370.16,72.63
6.38,4648.36,79.89,155.0,0.496,386.57,72.56
6.3,5146.7,81.37,160.0,0.603,421.42,72.72
7.32,4938.8,80.64,165.0,0.549,405.56,72.57
7.22,5039.03,80.96,170.0,0.599,420.94,72.68
7.34,4583.51,80.17,175.0,0.492,382.79,72.97
6.84,5145.78,81.36,180.0,0.637,427.21,72.68
7.2,5454.85,82.28,185.0,0.721,475.27,72.61
6.57,5170.43,81.51,190.0,0.628,437.83,72.59
6.85,4914.02,80.72,195.0,0.573,411.95,72.54
7.34,5103.7,81.23,200.0,0.591,418.19,72.58
6.86,4696.49,80.13,205.0,0.515,393.26,72.59
7.02,5073.04,81.22,210.0,0.613,415.81,72.62
6.69,4701.32,80.19,215.0,0.555,393.25,72.49
6.8,4946.01,80.9,220.0,0.577,416.2,72.67
6.78,4383.52,79.4,225.0,0.433,369.12,72.55
7.08,5267.06,81.87,230.0,0.683,435.17,72.58
7.15,5131.06,81.46,235.0,0.664,421.8,72.53
7.1,5236.54,81.81,240.0,0.665,445.9,72.52
6.68,5079.16,81.4,245.0,0.643,426.92,72.62
6.66,5180.15,81.73,250.0,0.626,440.71,72.58
6.74,5225.37,81.87,255.0,0.682,437.74,72.53
6.92,5106.52,81.5,260.0,0.612,420.09,72.61
6.77,4494.71,79.76,265.0,0.495,371.76,72.6
6.98,4569.25,79.67,270.0,0.523,376.47,72.41
7.02,4586.28,80.02,275.0,0.537,381.72,72.61
6.89,4876.44,80.88,280.0,0.592,405.86,72.65
7.45,5341.74,82.24,285.0,0.667,447.35,72.65
7.12,4821.82,80.72,290.0,0.584,396.37,72.69
7.21,5015.4,81.3,295.0,0.641,417.71,72.63
6.64,4067.55,79.79,300.0,0.414,336.76,73.13
6.86,5022.65,81.41,305.0,0.657,414.7,72.65
7.17,4705.59,80.45,310.0,0.568,400.67,72.63
7.42,4621.85,80.19,315.0,0.498,384.64,72.64
6.33,5266.87,82.29,320.0,0.698,453.95,72.57
7.21,5005.81,81.38,325.0,0.664,402.68,72.61
6.69,5387.86,82.67,330.0,0.755,465.57,72.61
6.46,4401.85,79.76,335.0,0.487,365.08,72.49
6.98,4949.46,81.29,340.0,0.656,418.94,72.58
7.15,4617.71,80.31,345.0,0.557,375.15,72.5
7.1,4605.7,80.21,350.0,0.568,378.5,72.57
6.74,4594.12,80.32,355.0,0.558,381.49,72.52
7.03,4393.34,79.67,360.0,0.512,365.4,72.48
6.68,4706.09,80.47,365.0,0.557,388.78,72.31
7.0,4783.85,80.89,370.0,0.601,395.42,72.58
7.02,4783.72,80.9,375.0,0.594,404.79,72.59
6.99,4631.2,80.48,380.0,0.558,381.58,72.53
7.18,4929.91,81.36,385.0,0.621,405.18,72.61
7.01,4718.46,80.76,390.0,0.573,395.86,72.67
7.01,5288.46,82.54,395.0,0.741,451.02,72.65
6.85,5340.78,82.75,400.0,0.748,446.36,72.65
7.17,4751.51,80.89,405.0,0.608,398.19,72.58
6.89,4542.63,80.33,410.0,0.562,378.4,72.58
7.4,5302.63,82.59,415.0,0.74,444.21,72.53
6.96,4610.38,80.55,420.0,0.569,374.75,72.54
7.37,3952.97,79.42,425.0,0.434,324.8,72.72
7.27,5202.87,82.35,430.0,0.715,432.82,72.64
6.8,4427.84,80.17,435.0,0.538,368.14,72.5
6.5,4464.21,80.28,440.0,0.513,381.96,72.52
6.11,5119.27,82.31,445.0,0.69,429.32,72.54
7.15,4948.27,81.64,450.0,0.657,413.45,72.5
7.14,4824.2,81.28,455.0,0.643,401.21,72.55
6.57,5005.73,81.93,460.0,0.686,416.37,72.66
6.78,4708.07,81.0,465.0,0.601,398.86,72.64
7.39,5292.39,82.76,470.0,0.771,445.81,72.64
6.96,5222.34,82.61,475.0,0.752,439.77,72.72
7.5,5083.75,82.11,480.0,0.709,419.31,72.58
6.68,5118.08,82.35,485.0,0.736,420.39,72.66
6.37,5256.09,82.87,490.0,0.739,437.99,72.62
7.15,5135.68,82.37,495.0,0.712,424.78,72.58
6.59,5365.16,83.23,500.0,0.787,459.22,72.6
6.82,4492.2,80.19,505.0,0.566,380.8,72.33
6.68,4717.55,81.18,510.0,0.624,391.88,72.65
6.74,5000.49,82.07,515.0,0.735,421.87,72.67
6.97,5303.98,83.04,520.0,0.761,453.16,72.67
6.9,4909.3,81.79,525.0,0.669,395.3,72.55
7.04,5492.1,83.69,530.0,0.829,483.0,72.6
6.87,4991.02,82.09,535.0,0.739,412.46,72.62
6.54,4593.81,80.92,540.0,0.57,393.01,72.55
7.12,4804.25,81.5,545.0,0.669,407.15,72.59
6.57,5003.12,80.53,5.0,0.528,422.18,72.51
6.72,5284.43,81.35,10.0,0.611,446.05,72.61
6.92,4886.15,80.18,15.0,0.523,411.26,72.57
